userID,recommended_artists
533,"['Miguel Aceves Mejía', 'Celia Cruz', 'Alejandro Y Vicente Fernandez', 'Fonseca', 'Marco Antonio Solís', 'Aida', 'Luis Miguel']"
534,"[""Psy'Aviah"", 'Switchblade Symphony', 'Atari Teenage Riot', 'Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'Laibach', 'Mindless Faith']"
535,"['múm & Úrú Búrú Sextettinn', 'Mitchel Musso', 'Goto80', 'Vanessa da Mata', 'Jorge Vercilo', 'Montgomery Gentry', 'Lady Antebellum']"
536,"['Carole King', 'Sophie Zelmani', 'Susan Egan/Vaneese Thomas/Cheryl Freeman/LaChanze/Lillias White', 'Federico Miranda', 'Goto80', 'The Music Machine', 'Captain Beyond']"
537,"['Goto80', 'Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'Paty Cantú', 'Sin Bandera', 'Wonder Girls', 'SHINee']"
538,"['Federico Miranda', 'Ferras', 'múm & Úrú Búrú Sextettinn', 'Lady Gaga', 'iamamiwhoami', nan, nan]"
539,"['Depeche Mode', 'Eurythmics', 'Altered Images', 'Kings of Leon', 'Biffy Clyro', 'B-Movie', 'Imperative Reaction']"
540,"['Depeche Mode', 'Arcadia', 'Eurythmics', 'B-Movie', 'A Flock of Seagulls', 'Japan', 'Psychic TV']"
541,"['Five Finger Death Punch', 'KISS', 'Rush', 'The Allman Brothers Band', 'Crosby, Stills & Nash', 'Omar A. Rodriguez-Lopez', 'The Wilde Flowers']"
542,"['Mitchel Musso', 'Ferras', 'Goto80', 'Jakalope', 'The Birthday Massacre', ""Psy'Aviah"", 'Crossbreed']"
543,"['The Killers', 'Mute Math', 'Dishwalla', 'The White Stripes', 'Five Finger Death Punch', 'Franz Ferdinand', 'Arcade Fire']"
544,"['Federico Miranda', 'Goto80', 'Ferras', 'A Silver Mt. Zion', 'The American Dollar', 'Yuck', 'Kyte']"
545,"['Jawbreaker', 'The Rocking Horse Winner', ""Snow White's Poison Bite"", 'From First to Last', 'Jimmy Eat World', 'Teen Idols', 'Teenage Bottlerocket']"
546,"['Chelsea Grin', 'Judas Priest', 'Suicide Silence', 'Cephalic Carnage', 'Lamb', 'Mastodon', 'Jordan Rudess']"
547,"['Five Finger Death Punch', 'Rush', 'The White Stripes', 'Meat Puppets', 'Red Hot Chili Peppers', 'Veruca Salt', 'Nirvana']"
548,"['Suicide Silence', 'Judas Priest', 'Forbidden', 'Infernal War', 'Deströyer 666', 'Sodom', 'Necros Christos']"
549,"['Chatham Rise', 'Captain Beyond', 'The Small Faces', 'Frank Zappa', 'The Wilde Flowers', 'Kamelot', 'Genesis']"
550,"['Forbidden', 'Suicide Silence', 'Queensrÿche', 'Slipknot', 'Black Label Society', 'Sepultura', ""Luca Turilli's Dreamquest""]"
551,"[""Snow White's Poison Bite"", 'Jawbreaker', 'Jimmy Eat World', 'Five Finger Death Punch', 'The White Stripes', 'Jerry Cantrell', 'Breaking Benjamin']"
552,"['Federico Miranda', 'Ferras', 'Mitchel Musso', 'Pendulum', 'Multiplex', 'Evol Intent', 'Calyx & Teebee']"
553,"['Mitchel Musso', 'Goto80', 'Ferras', 'Adela Popescu', 'Radio Killer', 'Louise Attaque', 'Saez']"
555,"['Goto80', 'Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'Alusa Fallax', 'David Sylvian', 'The Troggs', 'The Seeds']"
556,"['Phoenix and the Turtle', 'The American Dollar', 'Tides From Nebula', 'Astrobrite', 'Spacemen 3', 'múm & Úrú Búrú Sextettinn', 'Goto80']"
557,"['Mindless Faith', 'Seabound', 'Xmal Deutschland', 'theaudience', 'Feeder', 'God Module', 'Crossbreed']"
558,"['Ferras', 'múm & Úrú Búrú Sextettinn', 'Goto80', 'Crossbreed', 'Switchblade Symphony', 'Eisbrecher', '2 Times Terror']"
559,"['Goto80', 'Mitchel Musso', 'Ferras', 'Luke Vibert', 'Lemongrass', 'Moby', 'Bluetech']"
560,"['Die Sektor', 'Seabound', 'Xmal Deutschland', 'all:my:faults', 'Ordo Rosarius Equilibrio', 'Dreadful Shadows', 'Abecedarians']"
561,"['Mitchel Musso', 'Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'Tamia', 'J. Holiday', '3rd Bass', 'X-Clan']"
562,"['Brad Paisley', 'Carrie Underwood', 'Emerson Drive', 'Bucky Covington', 'Jason Aldean', 'Ferras', 'Goto80']"
563,"['Lewis Black', 'The White Stripes', 'Otis Rush', 'Memphis Slim', 'Ry Cooder', 'Percy Mayfield', 'Willie Dixon']"
565,"['Imperative Reaction', 'Carved Souls', 'A Flock of Seagulls', 'Eurythmics', 'Altered Images', 'ADULT.', 'Die Sektor']"
566,"['Die Sektor', 'Seabound', 'ADULT.', 'Carved Souls', 'A Flock of Seagulls', 'Altered Images', 'Arcadia']"
567,"['Andrew Bird', 'My Brightest Diamond', 'Arcade Fire', 'Interpol', 'Modest Mouse', 'theaudience', 'Blur']"
568,"['Mindless Faith', 'Seabound', 'Xmal Deutschland', 'Depeche Mode', 'Arcadia', 'B-Movie', 'A Flock of Seagulls']"
569,"['Mitchel Musso', 'Federico Miranda', 'Ferras', 'Sissel', 'Kay Starr', 'Jorge Vercilo', 'Paulinho Moska']"
570,"['Eminem feat. Drake, Kanye West, Lil Wayne', 'Jedi Mind Tricks', 'Talib Kweli', 'Ayakashi Japanese Classic Horror', ""Lil' Wayne"", 'Mitchel Musso', 'Federico Miranda']"
571,"['Katy Perry', 'Britney Spears vs Avril Lavigne', 'Maroon', 'Federico Miranda', 'Goto80', 'Lady Gaga', 'David Sylvian']"
572,"['múm & Úrú Búrú Sextettinn', 'Mitchel Musso', 'Goto80', 'Kylie Minogue', nan, 'Maroon', 'N-O-D']"
573,"['Talib Kweli', 'Jedi Mind Tricks', 'D.I.', 'Goto80', 'Federico Miranda', 'Redman', 'X-Clan']"
574,"['Detonautas Roque Clube', 'Cascadura', 'Faichecleres', 'Legião Urbana', 'Skank', 'Say Anything', 'Dance of Days']"
575,"['Altered Images', 'Depeche Mode', 'Arcadia', 'Die Sektor', 'Mindless Faith', 'Carved Souls', 'B-Movie']"
576,"['sayCeT', 'Faithless', 'Portishead', 'Arcadia', 'Thomas Dolby', 'A Flock of Seagulls', 'Johnny Hates Jazz']"
577,"['Ferras', 'múm & Úrú Búrú Sextettinn', 'Goto80', 'Arcadia', 'Eurythmics', 'sayCeT', 'Portishead']"
578,"['múm & Úrú Búrú Sextettinn', 'Federico Miranda', 'Goto80', 'The Spill Canvas', 'Such Gold', 'I Am Ghost', 'Dance of Days']"
579,"['Chelsea Grin', 'Queensrÿche', 'Suicide Silence', 'Cephalic Carnage', 'Shade Empire', 'Avalanch', 'Annihilator']"
580,"['Flux of Pink Indians', 'Reagan Youth', 'SR-71', 'Close Your Eyes', 'Dragon Ash', 'Los Straitjackets', 'The Beautiful Girls']"
581,"['Goto80', 'Mitchel Musso', 'Federico Miranda', 'Saez', 'Louise Attaque', 'Chris Bondy', 'Oliver Shanti & Friends']"
582,"['Forbidden', 'Chelsea Grin', 'Judas Priest', 'War of Ages', 'Blinded Colony', 'immi', 'Devourment']"
583,"['As Cities Burn', 'Thursday', 'Before Their Eyes', 'Fresno', 'Dance of Days', 'Hopes Die Last', 'Emarosa']"
584,"['Brad Paisley', 'Emerson Drive', 'Montgomery Gentry', 'Warren Smith', 'Jimmy Lee & Wayne Walker', 'Led Zeppelin', 'Sleepy LaBeef']"
585,"['Ferras', 'Federico Miranda', 'Mitchel Musso', 'Blue Öyster Cult', 'Neil Young & Crazy Horse', 'Spacemen 3', 'The Music Machine']"
586,"['Deströyer 666', 'Infernal War', 'Krallice', 'Judas Priest', 'Suicide Silence', 'Lamb', 'Opeth']"
587,"['Judas Priest', 'Suicide Silence', 'Chelsea Grin', 'Lamb', 'Opeth', 'Amon Amarth', 'Mandragora Scream']"
589,"['La Nueva Banda Timbiriche', 'Paty Cantú', 'Fey', 'Ferras', 'Goto80', 'Jon B.', 'Marques Houston']"
590,"['Lady Gaga', 'iamamiwhoami', 'David Sylvian & Robert Fripp', nan, nan, 'Federico Miranda', 'Ferras']"
592,"['Ferras', 'Goto80', 'Mitchel Musso', 'Rush', 'KISS', 'Muse', 'Dishwalla']"
593,"['Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'Ferras', 'Fey', 'Gloria Trevi', 'We The Kings', 'The Red Jumpsuit Apparatus']"
594,"['40 Below Summer', 'Falling In Reverse', 'P.O.D.', 'Dead Celebrity Status', ""Fun Lovin' Criminals"", 'PMtoday', 'Isles & Glaciers']"
595,"['Queensrÿche', 'Suicide Silence', 'Judas Priest', 'Deströyer 666', ""Luca Turilli's Dreamquest"", 'Annihilator', 'Black Label Society']"
596,"['Goto80', 'Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'Altered Images', 'Thomas Dolby', 'Die Sektor', 'Xmal Deutschland']"
598,"['Selena Gomez & Demi Lovato', 'Britney Spears vs Avril Lavigne', 'N-O-D', 'Ferras', 'Goto80', 'Alphabeat', 'Radio Killer']"
601,"['Mitchel Musso', 'Goto80', 'Federico Miranda', 'Grup Yorum', 'Kardeş Türküler', 'Sezen Aksu', 'Sibel Can']"
602,"['múm & Úrú Búrú Sextettinn', 'Mitchel Musso', 'Goto80', 'Haste the Day', 'As Cities Burn', 'Biffy Clyro', 'New Politics']"
603,"['Five Finger Death Punch', 'The Smashing Pumpkins', 'KISS', 'Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'Edguy', 'Annihilator']"
604,"['Goto80', 'Mitchel Musso', 'Federico Miranda', 'Digital Summer', 'Breaking Benjamin', 'Virgin Steele', 'Dimension Zero']"
605,"['The Mars Volta', 'Alusa Fallax', 'Porcupine Tree', 'Sparks', 'David Bowie', 'The Smashing Pumpkins', 'KISS']"
606,"['Chelsea Grin', 'Suicide Silence', 'Judas Priest', 'Queensrÿche', 'Cynic', 'Mastodon', 'Pain of Salvation']"
607,"['Amesoeurs', 'Infernal War', 'Deströyer 666', 'Shadows Fall', 'Voivod', 'Pop Will Eat Itself', 'Painbastard']"
608,"['múm & Úrú Búrú Sextettinn', 'Federico Miranda', 'Mitchel Musso', 'Ben Harper & Relentless7', 'Los Straitjackets', 'Kane Roberts', 'Peter Cox']"
609,"['Mara Aranda & Solatge', 'Grizzly Bear', 'Chances With Wolves', 'Ferras', 'Federico Miranda', 'Cage the Elephant', 'Kings of Leon']"
611,"['Solvent', 'The Golden Filter', 'Don Rimini', 'Jesus Jones', 'Soulwax', 'A Flock of Seagulls', 'Imperative Reaction']"
612,"[nan, 'Kylie Minogue', nan, 'Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'Grizzly Bear', 'Chances With Wolves']"
613,"['Goto80', 'Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'Bob Dylan', 'Hank Williams', 'Crosby, Stills & Nash', 'The Allman Brothers Band']"
614,"['Stone Sour', 'Fair to Midland', 'Snot', 'Edguy', 'Annihilator', 'In This Moment', 'Metallica']"
615,"['Goto80', 'Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'Muslimgauze', 'Jakalope', 'Atari Teenage Riot', ""Psy'Aviah""]"
616,"['Suicide Silence', 'Chelsea Grin', 'Forbidden', 'Black Label Society', 'Avalanch', 'Opeth', 'Cephalic Carnage']"
617,"['múm & Úrú Búrú Sextettinn', 'Mitchel Musso', 'Ferras', 'Kylie Minogue', nan, 'Maxwell', 'Joss Stone']"
618,"['Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'Goto80', 'Swishahouse & DJ Michael 5000 Watts', 'ShababGamed(Wama4love)', 'exist†trace', 'SUGIZO']"
619,"['Mara Aranda & Solatge', 'Grizzly Bear', 'Dead Poet & Wildcard', 'Death from Above 1979', 'The Black Keys', 'Ferras', 'Federico Miranda']"
620,"['King Crimson', 'Genesis', 'Kamelot', 'Kalisia', 'Krypteria', 'Christian Death', 'Mono Inc.']"
621,"['Maroon', 'Katy Perry', 'Selena Gomez & Demi Lovato', 'múm & Úrú Búrú Sextettinn', 'Federico Miranda', 'Mutiny Within', 'Amon Amarth']"
622,"['theaudience', 'Sleeper', 'Feeder', 'David Sylvian', 'Alusa Fallax', 'The Shamen', 'Noel Gallagher']"
623,"['Uriah Heep', 'Frank Zappa', 'The Wilde Flowers', 'Xiu Xiu', 'Porcupine Tree', 'Banco del Mutuo Soccorso', 'Kamelot']"
624,"['Goto80', 'Mitchel Musso', 'Federico Miranda', 'Die Sektor', 'Xmal Deutschland', 'Halou', 'Faithless']"
625,"['Ferras', 'múm & Úrú Búrú Sextettinn', 'Goto80', 'Boards of Canada', '808 State', 'Mara Aranda & Solatge', 'Chances With Wolves']"
627,"['Suicide Silence', 'Chelsea Grin', 'Judas Priest', 'Mandragora Scream', 'Virgin Steele', ""Luca Turilli's Dreamquest"", 'Sonata Arctica']"
628,"['Ferras', 'Goto80', 'Mitchel Musso', 'Arcadia', 'Altered Images', 'Jesus Jones', 'Does It Offend You Yeah?']"
629,"['The Music Machine', 'Captain Beyond', 'Spacemen 3', 'Meat Puppets', 'The White Stripes', 'Arcade Fire', 'Modest Mouse']"
631,"['Rush', 'Five Finger Death Punch', 'The Smashing Pumpkins', 'Faichecleres', 'Cascadura', 'Led Zeppelin', 'Metallica']"
632,"['Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'Goto80', 'Katy Perry', 'Maroon', 'Csrd', 'Aaron Carter']"
633,"['Judas Priest', 'Suicide Silence', 'Chelsea Grin', 'Cascadura', 'Faichecleres', 'More Than A Thousand', 'Killswitch Engage']"
634,"['Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'Mitchel Musso', 'Mute Math', 'The Breeders', 'Emerson Drive', 'Montgomery Gentry']"
635,"['múm & Úrú Búrú Sextettinn', 'Ferras', 'Federico Miranda', 'Tom Petty and the Heartbreakers', 'Blue Öyster Cult', 'The Small Faces', 'Spacemen 3']"
636,"['Mitchel Musso', 'Goto80', 'Federico Miranda', 'Louise Attaque', 'Saez', 'Sin Bandera', 'Paty Cantú']"
637,"['The White Stripes', 'The Smashing Pumpkins', 'KISS', 'Free', 'Tom Petty and the Heartbreakers', 'Mitchel Musso', 'múm & Úrú Búrú Sextettinn']"
638,"['Maroon', 'Britney Spears vs Avril Lavigne', 'N-O-D', 'múm & Úrú Búrú Sextettinn', 'Goto80', 'Kate Winslet', 'Carpenters']"
639,"['Blank & Jones', 'Hilight Tribe', 'Total Eclipse', 'Afrojack', 'Porter', 'Ferras', 'múm & Úrú Búrú Sextettinn']"
640,"['Led Zeppelin', 'Whitesnake', 'Dio', 'Rush', 'The White Stripes', 'The Darkness', 'Baton Rouge']"
641,"['Ferras', 'Goto80', 'Mitchel Musso', 'The Invalids', 'Farewell', 'Reagan Youth', 'The Weirdos']"
642,"['Ry Cooder', 'Memphis Slim', 'Otis Spann', 'Willie Dixon', 'Percy Mayfield', 'The White Stripes', 'Lewis Black']"
643,"['múm & Úrú Búrú Sextettinn', 'Ferras', 'Mitchel Musso', 'Florence and The Machine', 'Parenthetical Girls', 'The Damned', 'Psychic TV']"
644,"['Goto80', 'múm & Úrú Búrú Sextettinn', 'Ferras', 'Library Tapes', 'Oren Ambarchi', 'Cacophony', 'Ludovico Einaudi']"
645,"['Julie London', 'Peter Cincotti', 'Take 6', 'Cannonball Adderley', 'Bix Beiderbecke', 'Oliver Shanti & Friends', 'Paul Schwartz']"
646,"['Ferras', 'múm & Úrú Búrú Sextettinn', 'Federico Miranda', 'Jon B.', 'R. Kelly', 'Selena Gomez & Demi Lovato', 'Maroon']"
647,"['My Bloody Valentine', 'Astrobrite', 'Deerhunter', 'The Appleseed Cast', 'Phoenix and the Turtle', 'The Wagner logic', 'The Telescopes']"
649,"['Fair to Midland', 'Snot', 'Stone Sour', 'Theory of a Deadman', 'Parabelle', 'L.A. Guns', 'Dio']"
650,"['Eurythmics', 'Altered Images', 'Depeche Mode', 'ADULT.', 'Die Sektor', 'Imperative Reaction', 'Carved Souls']"
651,"['Federico Miranda', 'Goto80', 'Mitchel Musso', 'Katy Perry', 'Britney Spears vs Avril Lavigne', 'Secret Garden', 'Chris Bondy']"
652,"['Fair to Midland', 'Snot', 'Slipknot', 'Kittie', 'Hoobastank', 'Falling In Reverse', '40 Below Summer']"
654,"['Queensrÿche', 'Suicide Silence', 'Forbidden', 'múm & Úrú Búrú Sextettinn', 'Ferras', 'Steve Jablonsky', 'Angelo Badalamenti']"
655,"['Mitchel Musso', 'Goto80', 'Federico Miranda', 'Ayakashi Japanese Classic Horror', 'Travis', 'Lady Antebellum', 'Carrie Underwood']"
656,"['Kumm', 'The Alter Boys', 'Slapbak', 'Peter Schilling', 'Die Ärzte', 'Frauenarzt & Manny Marc', 'Extrabreit']"
657,"['múm & Úrú Búrú Sextettinn', 'Federico Miranda', 'Ferras', 'Catch Side', 'Rashamba', 'Noctura', 'Stravaganzza']"
658,"['Depeche Mode', 'Altered Images', 'Eurythmics', 'B-Movie', 'Carved Souls', 'Mindless Faith', 'Die Sektor']"
659,"[nan, nan, 'Kylie Minogue', 'Ferras', 'Goto80', 'BoA', '平井堅']"
660,"['Mitchel Musso', 'Goto80', 'Ferras', 'Doda', 'Agnieszka Chylińska', 'Adela Popescu', 'Radio Killer']"
661,"['Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'Goto80', 'Grup Yorum', 'Fatih Yaşar', 'Hayko Cepkin', 'Bülent Ortaçgil']"
662,"['Mitchel Musso', 'Ferras', 'Federico Miranda', 'From First to Last', 'Set Your Goals', 'Teen Idols', 'The Early November']"
663,"['放課後ティータイム', 'Acid Black Cherry', '元ちとせ', '鈴木あみ', 'AKB48', '川井憲次', 'FictionJunction YUUKA']"
664,"['Ferras', 'múm & Úrú Búrú Sextettinn', 'Mitchel Musso', 'Zion I & The Grouch', 'The Grouch & Eligh', 'Zach Hill', 'Buck 65']"
665,"['Eurythmics', 'Depeche Mode', 'Thomas Dolby', 'Imperative Reaction', 'B-Movie', 'ADULT.', 'Mindless Faith']"
666,"['ADULT.', 'Xmal Deutschland', 'Seabound', 'Siouxsie and the Banshees', 'Clan of Xymox', 'The Damned', 'The Mission']"
667,"['Britney Spears vs Avril Lavigne', 'Selena Gomez & Demi Lovato', 'N-O-D', 'Goto80', 'Ferras', 'Carpenters', 'Rodolfo']"
668,"['Ira!', 'Legião Urbana', 'Detonautas Roque Clube', 'Massacration', 'Faichecleres', 'O Rappa', 'Claudia Leitte - As Máscaras - 2O1O']"
669,"['Ferras', 'múm & Úrú Búrú Sextettinn', 'Goto80', 'iamamiwhoami', 'Róisín Murphy', nan, 'Lady Gaga']"
670,"['Ferras', 'múm & Úrú Búrú Sextettinn', 'Federico Miranda', 'Mara Aranda & Solatge', 'Chances With Wolves', 'Junkie XL', 'The Chemical Brothers']"
671,"['múm & Úrú Búrú Sextettinn', 'Mitchel Musso', 'Federico Miranda', 'Marcelo D2', 'Realicide', 'Luan Santana  Fernando e Sorocaba', 'Michel Teló']"
672,"['La Dispute', 'Fresno', 'Dance of Days', 'Set Your Goals', 'From First to Last', 'Before Their Eyes', 'As Cities Burn']"
673,"['Foo Fighters', 'Volbeat', 'Joan Jett and the Blackhearts', 'Stone Temple Pilots', 'Jerry Cantrell', 'Primus', 'Meat Puppets']"
674,"['iamamiwhoami', 'David Sylvian & Robert Fripp', 'David Sylvian', nan, nan, 'Ferras', 'Mitchel Musso']"
675,"['múm & Úrú Búrú Sextettinn', 'Federico Miranda', 'Goto80', 'Maroon', 'Katy Perry', 'Kylie Minogue', nan]"
676,"['KISS', 'Rush', 'The White Stripes', 'Chelsea Grin', 'Suicide Silence', 'Bad Religion', 'Donots']"
677,"['Suicide Silence', 'Judas Priest', 'Forbidden', 'Infernal War', 'Deströyer 666', ""Luca Turilli's Dreamquest"", 'Lost Horizon']"
678,"['Volbeat', 'Joan Jett and the Blackhearts', ""Guns N' Roses"", 'Metallica', 'Led Zeppelin', 'Meat Puppets', 'Red Hot Chili Peppers']"
679,"['Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'Ferras', 'N-O-D', 'Maroon', nan, 'Kylie Minogue']"
680,"['Ferras', 'múm & Úrú Búrú Sextettinn', 'Mitchel Musso', 'Selena Gomez & Demi Lovato', 'Maroon', 'Rush', 'The Smashing Pumpkins']"
681,"['Goto80', 'Ferras', 'múm & Úrú Búrú Sextettinn', 'Jimmy Eat World', 'Set Your Goals', 'Teenage Bottlerocket', 'The Early November']"
682,"['Federico Miranda', 'Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'Katy Perry', 'N-O-D', 'Carole King', 'Susan Egan/Vaneese Thomas/Cheryl Freeman/LaChanze/Lillias White']"
683,"['Thomas Dolby', 'Altered Images', 'Arcadia', 'Johnny Hates Jazz', 'Carved Souls', 'The Mission', 'The Neon Judgement']"
684,"['múm & Úrú Búrú Sextettinn', 'Ferras', 'Mitchel Musso', 'Gloria Trevi', 'La Nueva Banda Timbiriche', 'Don Caballero', 'Celia']"
685,"['Rush', 'KISS', 'Five Finger Death Punch', 'Suicide Silence', 'Chelsea Grin', 'Led Zeppelin', 'Dio']"
686,"['Mindless Faith', 'ADULT.', 'Seabound', 'B-Movie', 'Imperative Reaction', 'Depeche Mode', 'Eurythmics']"
687,"['The Damned', 'The Neon Judgement', 'The Mission', 'Orange Juice', 'Television', 'Rancid', 'Bad Religion']"
688,"['Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'Ferras', 'Mute Math', 'The Breeders', 'Five Finger Death Punch', 'The Smashing Pumpkins']"
689,"['David Sylvian & Robert Fripp', 'Róisín Murphy', 'Lady Gaga', nan, nan, 'Mitchel Musso', 'múm & Úrú Búrú Sextettinn']"
690,"['Goto80', 'Ferras', 'múm & Úrú Búrú Sextettinn', 'Paty Cantú', 'La Nueva Banda Timbiriche', nan, nan]"
691,"['Mitchel Musso', 'Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'Johnie 3', 'We The Kings', 'From First to Last', 'Such Gold']"
692,"['(1962-1966)', 'Jimmy Lee & Wayne Walker', 'The Brian Setzer Orchestra', 'Boston', 'Neil Young & Crazy Horse', 'Captain Beyond', 'The Music Machine']"
693,"['múm & Úrú Búrú Sextettinn', 'Goto80', 'Mitchel Musso', 'Interpol', 'Modest Mouse', 'The Damned', 'The Neon Judgement']"
694,"['A Flock of Seagulls', 'Imperative Reaction', 'Carved Souls', 'Arcadia', 'Eurythmics', 'Public Image Ltd.', 'Orange Juice']"
695,"['Rho', 'Bachelors Of Science', 'Hybrid', 'Phoenix and the Turtle', 'A Silver Mt. Zion', 'Hanoi Rocks', 'Vixen']"
696,"['Tom Petty and the Heartbreakers', 'Free', 'Neil Young & Crazy Horse', 'The Smashing Pumpkins', 'The White Stripes', 'L.A. Guns', 'Whitesnake']"
697,"['Tycho', 'Boards of Canada', 'LTJ Bukem', 'Pjusk', 'Arms and Sleepers', 'Lemongrass', 'Jazzanova']"
698,"['múm & Úrú Búrú Sextettinn', 'Goto80', 'Ferras', 'Paul Schwartz', 'Chris Bondy', 'Percy Faith', 'Johnny Pearson']"
699,"['Depeche Mode', 'Eurythmics', 'Altered Images', 'B-Movie', 'Imperative Reaction', 'Metallica', 'L.A. Guns']"
700,"['Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'Federico Miranda', 'Tamia', 'R. Kelly', 'Ayakashi Japanese Classic Horror', 'WIZO']"
701,"['iamamiwhoami', 'David Sylvian', 'Róisín Murphy', nan, 'ＲＥＤ', 'Selena Gomez & Demi Lovato', 'Britney Spears vs Avril Lavigne']"
702,"['Mitchel Musso', 'Federico Miranda', 'Goto80', 'Tamia', 'J. Holiday', 'N-O-D', 'Katy Perry']"
703,"['Federico Miranda', 'Ferras', 'Goto80', 'Katy Perry', 'Selena Gomez & Demi Lovato', nan, nan]"
704,"['D.I.', ""Lil' Wayne"", 'Jedi Mind Tricks', 'WIZO', 'J. Cole', 'Trailer Choir', 'Yelawolf']"
705,"['Federico Miranda', 'Goto80', 'Ferras', 'Hans Zimmer & James Newton Howard', 'Brian Tyler', 'Katy Perry', 'Britney Spears vs Avril Lavigne']"
706,"['Velvet Revolver', 'Nirvana', 'Veruca Salt', 'The Smashing Pumpkins', 'Rush', 'Kowloon Walled City', 'Colour Haze']"
707,"['Goto80', 'Ferras', 'Federico Miranda', 'Boston', 'Blue Öyster Cult', 'Chris Bondy', 'Achillea']"
708,"['Tiamat', 'Type O Negative', 'Colour Haze', 'Dino', 'Melvins', 'The Telescopes', 'Medicine']"
709,"['Led Zeppelin', 'Metallica', 'L.A. Guns', 'The Darkness', 'Vixen', 'Twisted Sister', 'Hardcore Superstar']"
710,"['Nirvana', 'Velvet Revolver', 'Sky Fetish', 'Arcadia', 'Eurythmics', 'Seabound', 'ADULT.']"
711,"['Hanoi Rocks', 'Baton Rouge', 'The Darkness', 'Michael Monroe', 'Tuff', 'L.A. Guns', 'Whitesnake']"
712,"['Goto80', 'múm & Úrú Búrú Sextettinn', 'Ferras', 'Syd Barrett', 'Giles, Giles & Fripp', 'Florence + the Machine', 'Florence and The Machine']"
713,"['Maroon', 'Britney Spears vs Avril Lavigne', 'Selena Gomez & Demi Lovato', 'múm & Úrú Búrú Sextettinn', 'Goto80', 'Olivia Ruiz', 'Indochine']"
714,"['Xmal Deutschland', 'Mindless Faith', 'Seabound', 'Johnny Hates Jazz', 'B-Movie', 'The Mission', 'Japan']"
715,"['Suicide Silence', 'Forbidden', 'Judas Priest', 'Led Zeppelin', 'Whitesnake', 'Iron Maiden', 'Armored Saint']"
716,"['Silverstein', 'Haste the Day', 'As Cities Burn', 'Say Anything', 'I Am Ghost', 'PMtoday', 'Isles & Glaciers']"
717,"['Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'Mitchel Musso', 'Cascadura', 'Vera Loca', 'Nenhum de Nós', 'Os Paralamas do Sucesso']"
718,"['The Golden Filter', 'HEARTSREVOLUTION', 'Don Rimini', 'Soulwax', 'Does It Offend You Yeah?', 'Cansei de Ser Sexy', 'We Have Band']"
719,"['Led Zeppelin', 'Metallica', 'Dio', 'Warlock', 'Yngwie Malmsteen', 'Suicide Silence', 'Judas Priest']"
720,"['Chelsea Grin', 'Judas Priest', 'Forbidden', 'Dio', 'Metallica', 'Boston', 'Neil Young & Crazy Horse']"
721,"['Patrick Wolf', 'Wye Oak', 'The Magnetic Fields', 'The Decemberists', 'Arcade Fire', ""The Men They Couldn't Hang"", 'Neil Young']"
722,"['Mitchel Musso', 'Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'N-O-D', 'Katy Perry', 'The Partridge Family', 'Csrd']"
723,"['Mitchel Musso', 'Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'N-O-D', 'Katy Perry', 'Ivete Sangalo', 'Babado Novo']"
725,"['Itzhak Perlman', 'Riley, Terry (1935-)', 'Dinah Shore', 'Johann Sebastian Bach', 'J.R. Writer', 'B. Fleischmann', ""Werner Haas/Orchestre National de L'Opéra de Monte-Carlo/Alceo Galliera""]"
726,"['倖田來未', 'Jinn', '中島美嘉', 'ASIAN KUNG-FU GENERATION', 'ギルガメッシュ', 'AKB48', 'YUKI']"
727,"['Leftöver Crack', 'The Wailers', 'The Blues Busters', 'The Pioneers', 'Prince Buster', 'Long Beach Dub All Stars', 'Vybz Kartel']"
728,"['Ferras', 'Goto80', 'Mitchel Musso', 'Feeder', 'Sleeper', 'Public Image Ltd.', 'Television']"
729,"['Seabound', 'ADULT.', 'Mindless Faith', 'Crossbreed', 'Switchblade Symphony', 'Painbastard', 'XP8']"
730,"['Neil Young & Crazy Horse', 'Blue Öyster Cult', 'Boston', 'Five Finger Death Punch', 'Rush', 'Federico Miranda', 'Ferras']"
